"hcode1","hos_hcode","zone_hcode","hmain2","hos_hmain","prov_hcode","prov_hmain","prov2","zone_hmain2","chcode","cathmain","ampr_main_nb","ampr_nb","amprhcode","tumbon_main_nb","tumbon_nb","tumbon","hos_nb"
"11478",รพ.สมเด็จพระปิ่นเกล้า,"13","13684",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101504","10240100","24","15",เขตธนบุรี,"01","04",บุคคโล,7
"11478",รพ.สมเด็จพระปิ่นเกล้า,"13","13691",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101504","10230200","23","15",เขตธนบุรี,"02","04",บุคคโล,4
"11478",รพ.สมเด็จพระปิ่นเกล้า,"13","13692",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101504","10190200","19","15",เขตธนบุรี,"02","04",บุคคโล,4
"11478",รพ.สมเด็จพระปิ่นเกล้า,"13","13698",ศูนย์บริการสาธารณสุข55 เดชะสัมพันธ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101504","10120300","12","15",เขตธนบุรี,"03","04",บุคคโล,1
"11478",รพ.สมเด็จพระปิ่นเกล้า,"13","13701",ศูนย์บริการสาธารณสุข58 ล้อม-พิมเสนฟักอุดม,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101504","10240200","24","15",เขตธนบุรี,"02","04",บุคคโล,1
"11478",รพ.สมเด็จพระปิ่นเกล้า,"13","23229",ศูนย์บริการสาธารณสุข67 ทวีวัฒนา,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101504","10480100","48","15",เขตธนบุรี,"01","04",บุคคโล,6
"11479",รพ.ทหารเรือกรุงเทพ,"13","77646",หน่วยบริการปฐมภูมิวัดยาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104701","10340100","34","47",เขตบางนา,"01","01",บางนา,3
"11535",รพ.วชิรโรงพยาบาล คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,"13","13664",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100202","10290100","29","02",เขตดุสิต,"01","02",วชิรพยาบาล,1
"11535",รพ.วชิรโรงพยาบาล คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,"13","13676",ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100202","10250200","25","02",เขตดุสิต,"02","02",วชิรพยาบาล,1
"11535",รพ.วชิรโรงพยาบาล คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,"13","13683",ศูนย์บริการสาธารณสุข38 จี๊ด-ทองคำบำเพ็ญ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100202","10020600","02","02",เขตดุสิต,"06","02",วชิรพยาบาล,1
"11537",รพ.กลาง,"13","11540",รพ.หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100802","10230200","23","08",เขตป้อมปราบศัตรูพ่าย,"02","02",วัดเทพศิรินทร์,1
"11537",รพ.กลาง,"13","13647",ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100802","10370200","37","08",เขตป้อมปราบศัตรูพ่าย,"02","02",วัดเทพศิรินทร์,2
"11537",รพ.กลาง,"13","13650",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100802","10070200","07","08",เขตป้อมปราบศัตรูพ่าย,"02","02",วัดเทพศิรินทร์,2
"11537",รพ.กลาง,"13","13656",ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100802","10140100","14","08",เขตป้อมปราบศัตรูพ่าย,"01","02",วัดเทพศิรินทร์,1
"11537",รพ.กลาง,"13","13673",ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100802","10180300","18","08",เขตป้อมปราบศัตรูพ่าย,"03","02",วัดเทพศิรินทร์,2
"11537",รพ.กลาง,"13","13678",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100802","10160100","16","08",เขตป้อมปราบศัตรูพ่าย,"01","02",วัดเทพศิรินทร์,2
"11537",รพ.กลาง,"13","13756",รพ.จุฬาลงกรณ์สภากาชาดไทย,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100802","10070200","07","08",เขตป้อมปราบศัตรูพ่าย,"02","02",วัดเทพศิรินทร์,1
"11722",รพ.มงกุฎวัฒนะ,"13","13648",ศูนย์บริการสาธารณสุข3 บางซื่อ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104101","10290100","29","41",เขตหลักสี่,"01","01",ทุ่งสองห้อง,3
"11722",รพ.มงกุฎวัฒนะ,"13","13669",ศูนย์บริการสาธารณสุข24  บางเขน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104101","10300100","30","41",เขตหลักสี่,"01","01",ทุ่งสองห้อง,2771
"11722",รพ.มงกุฎวัฒนะ,"13","13696",ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104101","10410100","41","41",เขตหลักสี่,"01","01",ทุ่งสองห้อง,2103
"13646",ศูนย์บริการสาธารณสุข1 สะพานมอญ,"13","11629",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100102","10170200","17","01",เขตพระนคร,"02","02",วังบูรพาภิรมย์,1
"13647",ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,"13","11472",รพ.ราชวิถี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103702","10370100","37","37",เขตราชเทวี,"01","02",ถนนพญาไท,3
"13647",ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,"13","11481",รพ.พระมงกุฎเกล้า,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103702","10370100","37","37",เขตราชเทวี,"01","02",ถนนพญาไท,1
"13647",ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103702","10080200","08","37",เขตราชเทวี,"02","02",ถนนพญาไท,11
"13647",ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,"13","13781",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103702","10370200","37","37",เขตราชเทวี,"02","02",ถนนพญาไท,5
"13647",ศูนย์บริการสาธารณสุข2 วัดมักกะสัน,"13","14641",รพ.ราชพิพัฒน์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103702","10400304","40","37",เขตราชเทวี,"03","02",ถนนพญาไท,1
"13648",ศูนย์บริการสาธารณสุข3 บางซื่อ,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102901","10080200","08","29",เขตบางซื่อ,"02","01",บางซื่อ,180
"13648",ศูนย์บริการสาธารณสุข3 บางซื่อ,"13","13664",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102901","10290100","29","29",เขตบางซื่อ,"01","01",บางซื่อ,2
"13648",ศูนย์บริการสาธารณสุข3 บางซื่อ,"13","13676",ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102901","10250200","25","29",เขตบางซื่อ,"02","01",บางซื่อ,2
"13649",ศูนย์บริการสาธารณสุข4 ดินแดง,"13","11481",รพ.พระมงกุฎเกล้า,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102601","10370100","37","26",เขตดินแดง,"01","01",ดินแดง,2
"13649",ศูนย์บริการสาธารณสุข4 ดินแดง,"13","11583",รพ.กล้วยน้ำไท,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102601","10330300","33","26",เขตดินแดง,"03","01",ดินแดง,1
"13649",ศูนย์บริการสาธารณสุข4 ดินแดง,"13","11703",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102601","10340100","34","26",เขตดินแดง,"01","01",ดินแดง,1
"13649",ศูนย์บริการสาธารณสุข4 ดินแดง,"13","15049",รพ.สิรินธร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102601","10320100","32","26",เขตดินแดง,"01","01",ดินแดง,12
"13650",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,"13","11472",รพ.ราชวิถี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100702","10370100","37","07",เขตปทุมวัน,"01","02",วังใหม่,3
"13650",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100702","10080200","08","07",เขตปทุมวัน,"02","02",วังใหม่,291
"13650",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,"13","14173",รพ.ตำรวจ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100702","10070300","07","07",เขตปทุมวัน,"03","02",วังใหม่,231
"13650",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,"13","14641",รพ.ราชพิพัฒน์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100702","10400304","40","07",เขตปทุมวัน,"03","02",วังใหม่,3
"13651",ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,"13","11470",รพ.นพรัตนราชธานี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100204","10430100","43","02",เขตดุสิต,"01","04",สี่แยกมหานาค,2
"13651",ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100204","10310100","31","02",เขตดุสิต,"01","04",สี่แยกมหานาค,5
"13652",ศูนย์บริการสาธารณสุข7 บุญมี ปุรุราชรังสรรค์,"13","11469",รพ.เลิดสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101204","10040200","04","12",เขตยานนาวา,"02","04",บางโพงพาง,1
"13652",ศูนย์บริการสาธารณสุข7 บุญมี ปุรุราชรังสรรค์,"13","11478",รพ.สมเด็จพระปิ่นเกล้า,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101204","10150400","15","12",เขตยานนาวา,"04","04",บางโพงพาง,2
"13652",ศูนย์บริการสาธารณสุข7 บุญมี ปุรุราชรังสรรค์,"13","11667",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101204","10240204","24","12",เขตยานนาวา,"02","04",บางโพงพาง,1
"13652",ศูนย์บริการสาธารณสุข7 บุญมี ปุรุราชรังสรรค์,"13","13781",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101204","10370200","37","12",เขตยานนาวา,"02","04",บางโพงพาง,1
"13652",ศูนย์บริการสาธารณสุข7 บุญมี ปุรุราชรังสรรค์,"13","14173",รพ.ตำรวจ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101204","10070300","07","12",เขตยานนาวา,"03","04",บางโพงพาง,2
"13652",ศูนย์บริการสาธารณสุข7 บุญมี ปุรุราชรังสรรค์,"13","14641",รพ.ราชพิพัฒน์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101204","10400304","40","12",เขตยานนาวา,"03","04",บางโพงพาง,1
"13653",ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13","11470",รพ.นพรัตนราชธานี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104701","10430100","43","47",เขตบางนา,"01","01",บางนา,1
"13653",ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13","11472",รพ.ราชวิถี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104701","10370100","37","47",เขตบางนา,"01","01",บางนา,8
"13653",ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13","11535",รพ.วชิรโรงพยาบาล คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104701","10020200","02","47",เขตบางนา,"02","01",บางนา,1
"13653",ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13","11536",รพ.เวชการุณย์รัศมิ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104701","10030102","03","47",เขตบางนา,"01","01",บางนา,6
"13653",ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104701","10080200","08","47",เขตบางนา,"02","01",บางนา,12
"13653",ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104701","10310100","31","47",เขตบางนา,"01","01",บางนา,1
"13653",ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13","11583",รพ.กล้วยน้ำไท,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104701","10330300","33","47",เขตบางนา,"03","01",บางนา,16
"13653",ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13","11703",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104701","10340100","34","47",เขตบางนา,"01","01",บางนา,1
"13653",ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13","12243",สถาบันพัฒนาสุขภาวะเขตเมือง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104701","10050200","05","47",เขตบางนา,"02","01",บางนา,1
"13653",ศูนย์บริการสาธารณสุข8  บุญรอด รุ่งเรือง,"13","15049",รพ.สิรินธร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104701","10320100","32","47",เขตบางนา,"01","01",บางนา,2664
"13654",ศูนย์บริการสาธารณสุข9  ประชาธิปไตย,"13","11482",รพ.ภูมิพลอดุลยเดช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100110","10420300","42","01",เขตพระนคร,"03","10",บ้านพานถม,1
"13655",ศูนย์บริการสาธารณสุข10 สุขุมวิท,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103302","10080200","08","33",เขตคลองเตย,"02","02",คลองตัน,158
"13656",ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,"13","11481",รพ.พระมงกุฎเกล้า,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101401","10370100","37","14",เขตพญาไท,"01","01",สามเสนใน,28
"13656",ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101401","10080200","08","14",เขตพญาไท,"02","01",สามเสนใน,106
"13656",ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101401","10310100","31","14",เขตพญาไท,"01","01",สามเสนใน,3
"13656",ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,"13","14173",รพ.ตำรวจ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101401","10070300","07","14",เขตพญาไท,"03","01",สามเสนใน,2
"13656",ศูนย์บริการสาธารณสุข11 ประดิพัทธ์,"13","15049",รพ.สิรินธร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101401","10320100","32","14",เขตพญาไท,"01","01",สามเสนใน,12
"13657",ศูนย์บริการสาธารณสุข12 จันทร์เที่ยง เนตรวิเศษ,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103103","10080200","08","31",เขตบางคอแหลม,"02","03",บางโคล่,1
"13657",ศูนย์บริการสาธารณสุข12 จันทร์เที่ยง เนตรวิเศษ,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103103","10310100","31","31",เขตบางคอแหลม,"01","03",บางโคล่,880
"13657",ศูนย์บริการสาธารณสุข12 จันทร์เที่ยง เนตรวิเศษ,"13","13756",รพ.จุฬาลงกรณ์สภากาชาดไทย,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103103","10070200","07","31",เขตบางคอแหลม,"02","03",บางโคล่,3
"13658",ศูนย์บริการสาธารณสุข13 ไมตรีวานิช,"13","11539",รพ.ตากสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101301","10180200","18","13",เขตสัมพันธวงศ์,"02","01",จักรวรรดิ,1
"13659",ศูนย์บริการสาธารณสุข14 แก้ว สีบุญเรือง,"13","11469",รพ.เลิดสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103102","10040200","04","31",เขตบางคอแหลม,"02","02",วัดพระยาไกร,2
"13659",ศูนย์บริการสาธารณสุข14 แก้ว สีบุญเรือง,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103102","10310100","31","31",เขตบางคอแหลม,"01","02",วัดพระยาไกร,749
"13660",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13","11470",รพ.นพรัตนราชธานี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101704","10430100","43","17",เขตห้วยขวาง,"01","04",สามเสนนอก,11
"13660",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13","11472",รพ.ราชวิถี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101704","10370100","37","17",เขตห้วยขวาง,"01","04",สามเสนนอก,23
"13660",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101704","10080200","08","17",เขตห้วยขวาง,"02","04",สามเสนนอก,4
"13660",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101704","10310100","31","17",เขตห้วยขวาง,"01","04",สามเสนนอก,1
"13660",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13","11703",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101704","10340100","34","17",เขตห้วยขวาง,"01","04",สามเสนนอก,8
"13660",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13","13781",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101704","10370200","37","17",เขตห้วยขวาง,"02","04",สามเสนนอก,7
"13660",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13","14173",รพ.ตำรวจ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101704","10070300","07","17",เขตห้วยขวาง,"03","04",สามเสนนอก,4
"13660",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,"13","15049",รพ.สิรินธร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101704","10320100","32","17",เขตห้วยขวาง,"01","04",สามเสนนอก,90
"13661",ศูนย์บริการสาธารณสุข16 ลุมพินี,"13","11472",รพ.ราชวิถี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100704","10370100","37","07",เขตปทุมวัน,"01","04",ลุมพินี,1
"13661",ศูนย์บริการสาธารณสุข16 ลุมพินี,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100704","10080200","08","07",เขตปทุมวัน,"02","04",ลุมพินี,11
"13661",ศูนย์บริการสาธารณสุข16 ลุมพินี,"13","11629",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100704","10170200","17","07",เขตปทุมวัน,"02","04",ลุมพินี,1
"13661",ศูนย์บริการสาธารณสุข16 ลุมพินี,"13","14173",รพ.ตำรวจ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100704","10070300","07","07",เขตปทุมวัน,"03","04",ลุมพินี,40
"13661",ศูนย์บริการสาธารณสุข16 ลุมพินี,"13","15049",รพ.สิรินธร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100704","10320100","32","07",เขตปทุมวัน,"01","04",ลุมพินี,4
"13662",ศูนย์บริการสาธารณสุข17 ประชานิเวศน์,"13","11722",รพ.มงกุฎวัฒนะ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103001","10410100","41","30",เขตจตุจักร,"01","01",ลาดยาว,12
"13663",ศูนย์บริการสาธารณสุข18  มงคล วอนวังตาล,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103103","10310100","31","31",เขตบางคอแหลม,"01","03",บางโคล่,906
"13664",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13","11472",รพ.ราชวิถี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102901","10370100","37","29",เขตบางซื่อ,"01","01",บางซื่อ,2
"13664",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13","11482",รพ.ภูมิพลอดุลยเดช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102901","10420300","42","29",เขตบางซื่อ,"03","01",บางซื่อ,3
"13664",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102901","10080200","08","29",เขตบางซื่อ,"02","01",บางซื่อ,135
"13664",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13","11722",รพ.มงกุฎวัฒนะ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102901","10410100","41","29",เขตบางซื่อ,"01","01",บางซื่อ,36
"13664",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13","12243",สถาบันพัฒนาสุขภาวะเขตเมือง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102901","10050200","05","29",เขตบางซื่อ,"02","01",บางซื่อ,1
"13664",ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,"13","14641",รพ.ราชพิพัฒน์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102901","10400304","40","29",เขตบางซื่อ,"03","01",บางซื่อ,1
"13666",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103903","10080200","08","39",เขตวัฒนา,"02","03",พระโขนงเหนือ,46
"13666",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,"13","11703",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103903","10340100","34","39",เขตวัฒนา,"01","03",พระโขนงเหนือ,1
"13666",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,"13","14173",รพ.ตำรวจ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103903","10070300","07","39",เขตวัฒนา,"03","03",พระโขนงเหนือ,38
"13667",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13","11469",รพ.เลิดสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103401","10040200","04","34",เขตสวนหลวง,"02","01",สวนหลวง,1
"13667",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13","11470",รพ.นพรัตนราชธานี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103401","10430100","43","34",เขตสวนหลวง,"01","01",สวนหลวง,8
"13667",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103401","10080200","08","34",เขตสวนหลวง,"02","01",สวนหลวง,7
"13667",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103401","10310100","31","34",เขตสวนหลวง,"01","01",สวนหลวง,7
"13667",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13","11703",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103401","10340100","34","34",เขตสวนหลวง,"01","01",สวนหลวง,191
"13667",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,"13","11722",รพ.มงกุฎวัฒนะ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103401","10410100","41","34",เขตสวนหลวง,"01","01",สวนหลวง,1
