"hcode","hname","hlevel","hclass","drug_store","clinic","clinic_lab","private_hospital","datein","datein_fyear","dateout","htype","htype_name","subtype","sub_type_name","sub_type_name_uhosnet","innovation_unit","uhosnet","status_uc","catm6","province_id","prov","ampr","tumbon","nhso_zone","nhso_zonename","latitude","longitude","ingest_tm"
"22167",แทนพลเวชกรรมคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20551",คลินิกแพทย์ พ.7,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20553",สามัคคีสงเคราะห์คลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20559",สถานพยาบาลสวนหลวงการแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20569",คลินิกแพทย์ธวัช,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","3000",นครราชสีมา,-,-,"09",เขต 9 นครราชสีมา,,,"20230425104911"
"20571",คลินิกโชคชัย 4 การแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20574",คลินิกจรัลการแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20592",อนุพงศ์คลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20640",แพทย์วชิรธรรม 11,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20643",สถานพยาบาลบริษัท สุขุมวิทเอ็กซเรย์ จำกัด,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20647",ลุมพินีคลีนิค,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21744",คลินิกกายภาพบำบัด 22,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20290",แพทย์กฤชคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21386",คลินิกเวชกรรมเกษมราษฎร์ รามคำแหง 24,"36",Z,,,,,2009-07-01 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21393",เมดิโปรการแพทย์และสุขภาพสาขาเมืองไทยภัทรคอมเพล็กสห,"36",Z,,,,,2011-07-08 00:00:00.000,"2011",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20327",คลินิกใกล้บ้าน,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20332",คลินิกเวชกรรมหมอวงวัฒน์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20345",คลินิกนายแพทย์ปราโมทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20349",คลินิกซอยกลางเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21583",เซ็นทรัลเมดิกคลินิกเวชกรรม สาขาพระโขนง,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20124",เกิดศักดิ์การแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20126",คลินิกแพทย์สุภาพร,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20130",สถานพยาบาลสมประสงค์การแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20141",คลินิกแพทย์จิปดำริท์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20142",คลินิกวิชัยการแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20157",สุขสวัสดิ์คลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20369",ณรงค์การแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20404",ณรงค์จักษุคลินิกเวชกรรมเฉพาะทาง,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20406",เฮลท์เกตคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21488",จตุพรคลินิกเวชกรรมเฉพาะทางกระดูกและข้อ,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21493",สุขุมวิท 38 คลินิกเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20437",คลินิกการแพทย์วัชรเวช,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20366",สถานพยาบาลหทัยรัตน์การแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20450",คลินิกเวชกรรมสำนักงานแพทย์เจริญเวช,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20451",ลำสาลีโพลีคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20453",แพทย์หญิงโตเจริญคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21823",วุฒิ-ศักดิ์คลินิกเวชกรรม สาขาเดอะมอลล์บางแค,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20180",คลินิก สวท.3,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20182",คลินิกชานเมือง,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20191",โฟเวียจักษุคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20192",เดอะเซอเจอรี่สตอรีคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20194",คลินิกแพทย์อัญชัญ (บางเขน),"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20212",คลองทวีคลินิกเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20232",คลินิกเวชกรรมนครหลวง,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20459",พงษ์เพชรรวมแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20488",คลินิกแพทย์สุขุมวิท,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20503",คลินิกแพทย์อากาศ,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20507",เจริญเวช,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20514",อาคมคลินิก (เวชกรรม),"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22029",เติมสินคลินิกทันตกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20912",แย้มยิ้มคลินิกทันตกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20923",คลินิกหมอเทียมทันตแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20938",คลินิกทันตแพทย์ 57,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20941",สุรางค์ทันตแพทย์คลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20944",ทันตแพทย์คลินิกร่มเย็น,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20952",จันทร์เพ็ญคลินิค,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20957",ทันตแพทย์คลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20958",ไชยยศคลินิกทันตกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20967",คลินิกทันตแพทย์ศรีวรพงษ์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21963",คลินิกเวชกรรมรามอินทรา,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20659",พึ่งสุขคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20669",คลินิกมนตรีการแพทย์ (สาขาเพชรบุรี),"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20670",วัฒนาคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20707",คลินิกผิวหนังมหานคร,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20711",พัฒนคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20716",สถานพยาบาลอนุพงศ์การแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20718",มธุรสคลินิกเด็ก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21234",เรือนพร้อมสุขแผนไทย,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21241",ฝนทองเวชสถานโบราณ,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21246",สถานพยาบาลอรนารถเวชแผนโบราณ,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21264",กายภาพบำบัดทุ่งครุ,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20649",สุพินคลินิกเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21908",คลินิกทันตกรรมราชวิถีทันตแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20077",สำนักงานแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20084",คลินิกศูนย์สลายต้อกระจก พี.อี.เซ็นเตอร์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20985",คลินิกหมอเด็ก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20991",ศูนย์ทันตกรรมพีดีซี,"36",,,,,,,,,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21022",คลินิกบ้านฟันยิ้มใส,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21034",ปิยะวุฒิทันตแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21042",คลินิกทันตแพทย์อนันต์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20760",อุดมคลินิกทันตกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21666",สหคลินิกเวชกรรมสุทธาราม,"36",Z,,,,,2009-07-01 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20776",คลินิกฟันเด็ก-ผู้ใหญ่ ทันตกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20787",คลินิกเซ็นทรัลทันตแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100000","1000",กรุงเทพฯ,-,-,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
