id,name,description,createdAt,modifiedAt,hCode,hLevel,typeCode,typeName,subTypeCode,subTypeName,dateIn,dateOut,hospitalHI,createdById,createdByName,modifiedById,modifiedByName,assignedUserId,assignedUserName,provinceId,provinceName
5fa10d7729d73d938,คลินิกประพันธ์การแพทย์,,"2020-11-03 07:57:43","2022-12-07 21:04:57",20075,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d772bc339686,"บัณฑิตคลินิก (เวชกรรม)",,"2020-11-03 07:57:43","2022-12-07 21:04:57",20076,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d772db2053b4,สำนักงานแพทย์,,"2020-11-03 07:57:43","2022-12-07 21:04:57",20077,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d772f98af020,มิ่งขวัญคลินิก,,"2020-11-03 07:57:43","2020-12-22 08:59:30",20078,1,0013,เอกชน,001305,"คลินิก (เอกชน)",,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7731bac972f,คลินิกวีรวุฒิการแพทย์,,"2020-11-03 07:57:43","2022-12-07 21:04:57",20080,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77341705aa0,รสิตาคลินิกเวชกรรมเฉพาะทาง,,"2020-11-03 07:57:43","2022-12-07 21:04:57",20081,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7736202a5e8,"คลินิกแพทย์ 2000",,"2020-11-03 07:57:43","2022-12-07 21:04:57",20082,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7737ed928cf,มิตรปราณีคลีนิค,,"2020-11-03 07:57:43","2022-12-07 21:04:57",20083,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7739e087d77,"คลินิกศูนย์สลายต้อกระจก พี.อี.เซ็นเตอร์",,"2020-11-03 07:57:43","2022-12-07 21:04:57",20084,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d773bc861a68,คลินิกแพทย์ลาดหญ้า,,"2020-11-03 07:57:43","2022-12-07 21:04:57",20085,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d773d99ea1c4,คลินิกผิวหนังไบโอสกิน,,"2020-11-03 07:57:43","2022-12-07 21:04:57",20086,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d773f9c38dfb,คลินิกแพทย์บางกะปิ,,"2020-11-03 07:57:43","2022-12-07 21:05:02",20088,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77419b521b0,ร่มสุขคลินิกเวชกรรม,,"2020-11-03 07:57:43","2022-12-07 21:05:02",20089,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7743a13ec86,คลินิกเวชกรรมไตเทียมรัตนบดินทร์,,"2020-11-03 07:57:43","2022-12-07 21:05:03",20091,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2021-01-01,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7745a53f8db,"บริษัท อัลมาร์ คลินิก จำกัด",,"2020-11-03 07:57:43","2022-12-07 21:05:03",20092,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7747ad163e8,"ประชาอุทิศ 15 คลินิก",,"2020-11-03 07:57:43","2022-12-07 21:05:03",20095,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7749b8490f1,"สะพานเชื่อมบุญคลินิกเวชกรรม สาขาบางกะปิ",,"2020-11-03 07:57:43","2022-12-07 21:05:03",20097,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2022-03-01,,เข้าร่วม,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d774becf8496,ศูนย์คอนแทคท์เลบซ์กรุงเทพ-จักษุคลินิก,,"2020-11-03 07:57:43","2022-12-07 21:05:03",20098,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d774e1869540,คลินิกหมอดำรงเวชกรรม,,"2020-11-03 07:57:43","2022-12-07 21:05:03",20099,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77502959644,สยามแสควร์คลินิก,,"2020-11-03 07:57:43","2022-12-07 21:05:03",20100,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77523dca180,ประดิพัทธิ์การแพทย์,,"2020-11-03 07:57:43","2022-12-07 21:05:03",20101,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77543af877a,"ราชเทวีคลินิกเวชกรรม (สาขาพาหุรัด)",,"2020-11-03 07:57:43","2022-12-07 21:05:03",20102,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77564f87a8d,รัตนเวชคลินิก,,"2020-11-03 07:57:43","2022-12-07 21:05:03",20103,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7758911b58a,คลินิกแพทย์อัญชัญ,,"2020-11-03 07:57:43","2022-12-07 21:05:04",20104,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d775a8d55363,คลินิกแพทย์ดนุกฤต,,"2020-11-03 07:57:43","2022-12-07 21:05:04",20106,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d775c948c3a9,คลินิกสุพลการแพทย์,,"2020-11-03 07:57:43","2022-12-07 21:05:04",20107,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d775e8675b0e,คลินิกเวชกรรมหมอปรีชา,,"2020-11-03 07:57:43","2022-12-07 21:05:04",20109,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7760b47f2d9,เพิ่มสินการแพทย์คลินิกเวชกรรม,,"2020-11-03 07:57:43","2022-12-07 21:05:04",20110,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7762b9fb676,"ปุญญาคลินิก 2",,"2020-11-03 07:57:43","2022-12-07 21:05:04",20111,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7764b84f655,"คลินิกชนะการแพทย์ 2",,"2020-11-03 07:57:43","2022-12-07 21:05:04",20113,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d776698a105c,ประเสริฐศักดิ์คลินิกเวชกรรม,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20115,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7768ad45bd0,วชิราคลินิก,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20117,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d776abb2ace6,"คลินิก พี ที แอนด์ อาร์ เวชกรรม",,"2020-11-03 07:57:43","2022-12-07 21:04:47",20119,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d776cc1a53d9,สยามเวชโพลีคลินิก,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20121,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d776edd128ac,สุวรรณคลินิกเวชกรรม,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20122,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7771089b014,เกิดศักดิ์การแพทย์,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20124,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7772f248036,คลินิกแพทย์สุภาพร,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20126,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77750275fb2,สถานพยาบาลสาธรศัลยกรรมตกแต่ง,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20128,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77770d506b4,บัวทิพย์คลินิก,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20129,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77795db8d2f,สถานพยาบาลสมประสงค์การแพทย์,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20130,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d777dbac6e97,คลินิกแพทย์ธงชัย,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20132,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77814a786f7,คลินิกแพทย์,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20133,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77841771008,บางกอกเมดิ-คลินิกเวชกรรม,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20134,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77873379c4a,จันทร์ในคลินิกเวชกรรมเฉพาะทางผิวหนัง,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20137,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d778ac6d3e32,โกลบอลดอกเตอร์คลินิกเวชกรรม,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20138,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d778dfef24c6,"ประชาชื่น เอ็ม อาร์ อิมเมจจิ้ง คลินิกเวชกรรม",,"2020-11-03 07:57:43","2022-12-07 21:04:47",20140,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77913c7d7af,คลินิกแพทย์จิปดำริท์,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20141,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77942db9563,คลินิกวิชัยการแพทย์,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20142,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7796bc60972,"บางปะกอก 5 โพลีคลินิก",,"2020-11-03 07:57:43","2022-12-07 21:04:47",20143,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7798d595b06,ประดิษฐ์การแพทย์คลินิก,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20144,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d779aef2d91d,กฤษณะการแพทย์คลินิก,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20145,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d779cf378827,ศูนย์พยาธิวิทยากรุงเทพคลินิก,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20147,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d779f016c25b,คลินิกแพทย์ดนุพล,,"2020-11-03 07:57:43","2022-12-07 21:04:47",20148,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77a11451066,หมอนาวงคลินิกเวชกรรม,,"2020-11-03 07:57:43","2022-12-07 21:04:48",20149,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77a318265d3,"พหล 50 การแพทย์",,"2020-11-03 07:57:43","2022-12-07 21:04:48",20150,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77a54b7636c,สยามการแพทย์คลินิก,,"2020-11-03 07:57:43","2022-12-07 21:04:48",20151,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d77a75121bec,คลินิกมหานาคเวชกรรม,,"2020-11-03 07:57:43","2022-12-07 21:04:48",20152,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2009-04-27,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7cc352133f6,สร้างสุขคลินิกเวชกรรม,,"2020-11-03 07:57:48","2022-12-07 21:05:50",24929,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2020-09-18,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7cc54852f03,สุขเจริญสหคลินิก,,"2020-11-03 07:57:48","2022-12-07 21:05:50",24930,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2020-10-01,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7cc74fcd863,"เรือพระร่วงคลินิกเวชกรรม สาขา 5",,"2020-11-03 07:57:48","2022-12-07 21:05:50",24931,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2020-07-09,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7d0c24d8eb6,พญาไทสิทธิเวชสหคลินิก,,"2020-11-03 07:57:49","2022-12-07 21:06:28",24957,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2020-10-01,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7d1bc459113,คลินิกเวชกรรมรวินท์มาศ,,"2020-11-03 07:57:49","2022-12-07 21:06:28",24966,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2020-09-18,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7d1db4ed8cf,"สหคลินิกซอยเพชรบุรี 35",,"2020-11-03 07:57:49","2022-12-07 21:06:29",24967,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2020-10-01,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7d1fc496902,ดินแดงคลินิกเวชกรรม,,"2020-11-03 07:57:49","2022-12-07 21:06:30",24968,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2020-10-01,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7d21a7edaa4,ศิริกัญญาคลินิกเวชกรรม,,"2020-11-03 07:57:49","2022-12-07 21:06:30",24969,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2020-09-18,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7d238c047ac,รักสุขภาพคลินิกเวชกรรม,,"2020-11-03 07:57:49","2022-12-07 21:06:12",24970,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2020-07-09,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7d2574e6829,สี่แยกมหานาคคลินิกเวชกรรม,,"2020-11-03 07:57:49","2022-12-07 21:06:12",24971,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2020-10-01,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7d30f899c25,"ประชาชื่นบางนา เอ็ม อาร์ ไอ คลินิกเฉพาะทางด้านเวชกรรมรังสี",,"2020-11-03 07:57:49","2023-07-04 21:09:43",24977,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2023-07-03,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7d3b51bea2c,"มเหสักข์คลินิกเวชกรรมสาขา 2",,"2020-11-03 07:57:49","2022-12-07 21:06:18",24982,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2017-10-05,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7f25938e733,"คลินิกทันตกรรมรามคำแหง 39",,"2020-11-03 07:57:51","2022-12-07 21:06:25",25011,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2013-06-10,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7f2d9200cb5,รพ.ทั่วไปขนาดใหญ่มิตรประชา,,"2020-11-03 07:57:51","2022-12-07 21:06:25",25015,36,0013,เอกชน,001302,"โรงพยาบาล (เอกชน)",2021-06-09,,เข้าร่วม,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7f4fb615d3e,เค.พี.เอส.การแพทย์คลินิกเวชกรรมเฉพาะทางโรคไต,,"2020-11-03 07:57:51","2022-12-07 21:06:13",25032,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2017-07-11,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7f51a757db9,"ราชพฤกษ์ไตเทียม คลินิกเวชกรรมเฉพาะทาง",,"2020-11-03 07:57:51","2022-12-07 21:06:15",25033,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2017-06-21,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7f5586d3dbd,สหคลินิกทางด่วนเพื่อชุมชน(ดินแดง),,"2020-11-03 07:57:51","2022-12-07 21:06:15",25036,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2017-07-11,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7f59426126d,สุนันทาคลินิกเวชกรรม,,"2020-11-03 07:57:51","2022-12-07 21:06:15",25038,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2020-10-01,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7f83667e581,รพ.ผู้สูงอายุบางขุนเทียน,,"2020-11-03 07:57:51","2022-12-07 21:06:28",25060,36,0012,"รัฐนอก สธ.",001201,สังกัดกรุงเทพมหานคร,2021-03-30,,เข้าร่วม,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7f88fa052db,คลินิกเวชกรรมเฉพาะทางไตเทียมรื่นฤดี,,"2020-11-03 07:57:51","2022-12-07 21:09:57",27442,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2017-07-11,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7fbaf10be56,"คลินิกเวชกรรมประชาอุทิศ 90",,"2020-11-03 07:57:51","2022-12-07 21:10:09",27984,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2013-05-09,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7fdc7b3129b,คลินิกทันตกรรมเสนา,,"2020-11-03 07:57:51","2022-12-07 21:09:55",28001,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2013-06-12,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7fdebfa844d,รัตน์คลินิกทันตแพทย์,,"2020-11-03 07:57:51","2022-12-07 21:09:55",28002,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2013-06-12,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d7fe2ace0fe1,"วิภาพรคลินิกทันตกรรม ๓",,"2020-11-03 07:57:51","2022-12-07 21:09:55",28004,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2018-12-19,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d800c2ccd831,นูเด้นท์คลินิกทันตกรรม,,"2020-11-03 07:57:52","2022-12-07 21:10:11",28023,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2013-08-01,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d80100771045,"คลินิกเฉพาะทางด้านเวชกรรมไตเทียมเพชรเกษม 94",,"2020-11-03 07:57:52","2022-12-07 21:10:06",28774,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2019-05-21,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d8011e7e2d44,กลุ่มโรคติดต่อทางเพศสัมพันธ์,,"2020-11-03 07:57:52","2022-12-07 21:10:10",28777,38,0011,"รัฐในสธ.(นอก สป.)",001102,สังกัดกรมควบคุมโรค,2021-08-16,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
5fa10d8015be7cfb8,"คลินิกเวชกรรมเฉพาะทางไตเทียมราชวัตร กรุงเทพกรีฑา",,"2020-11-03 07:57:52","2022-12-07 21:10:10",28782,36,0013,เอกชน,001305,"คลินิก (เอกชน)",2017-07-11,,,1,Admin,system,System,,,5fa0e2c547a4253f2,กรุงเทพมหานคร
